,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine,Seats,age
3956,Maruti Wagon R,311000,73549,Petrol,Manual,1st Owner,1197 cc,5 Seats,7
3957,Nissan Sunny XV,551000,61894,Diesel,Manual,1st Owner,1582 cc,5 Seats,5
3958,Mahindra XUV500 W9,974000,94165,Diesel,Manual,1st Owner,2982 cc,5 Seats,6
3959,Chevrolet Sail Hatchback,192000,50448,Petrol,Manual,1st Owner,814 cc,5 Seats,11
3960,Maruti Swift ZXI,324000,78828,Petrol,Manual,1st Owner,1197 cc,5 Seats,9
3961,Hyundai i10 Asta,303000,17725,Petrol,Manual,1st Owner,1461 cc,5 Seats,10
3962,Ford Ecosport 1.5,336000,126639,Diesel,Manual,2nd Owner,1798 cc,5 Seats,10
3963,Maruti Baleno 1.2,461000,59026,Petrol,Manual,1st Owner,1461 cc,7 Seats,7
3964,Hyundai Creta 1.6,711000,122966,Diesel,Manual,1st Owner,998 cc,5 Seats,8
3965,Toyota Fortuner 4x2,1260000,86024,Diesel,Automatic,3rd Owner,998 cc,5 Seats,9
3966,Hyundai EON Magna,309000,11231,Petrol,Manual,1st Owner,2477 cc,5 Seats,8
3967,Maruti Swift VXI,280000,30639,Petrol,Manual,1st Owner,1248 cc,6 Seats,10
3968,Nissan Micra Diesel,229999,61258,Diesel,Manual,1st Owner,1086 cc,5 Seats,12
3969,Toyota Corolla Altis,924000,13392,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
3970,Renault Duster 85PS,742000,65885,Diesel,Manual,1st Owner,1956 cc,5 Seats,4
3971,Maruti Wagon R,175000,77989,Petrol,Manual,1st Owner,1197 cc,5 Seats,12
3972,Maruti Alto K10,144000,67110,Petrol,Manual,1st Owner,1373 cc,5 Seats,12
3973,Mitsubishi Pajero Sport,980000,112912,Diesel,Manual,1st Owner,1396 cc,5 Seats,9
3974,Maruti Swift Dzire,334000,123040,Diesel,Manual,1st Owner,1197 cc,5 Seats,10
3975,Hyundai i10 Sportz,338000,25842,Petrol,Manual,1st Owner,1197 cc,5 Seats,7
3976,Maruti Ignis Delta,577000,9453,Petrol,Manual,1st Owner,1086 cc,5 Seats,1
3977,MG Hector Plus,1787000,53449,Diesel,Manual,1st Owner,1199 cc,5 Seats,2
3978,Hyundai Grand i10,614000,20688,Petrol,Automatic,1st Owner,1497 cc,5 Seats,4
3979,Maruti Ciaz ZXi,592000,64535,Petrol,Manual,1st Owner,1582 cc,5 Seats,6
3980,Tata Indigo LX,127000,140277,Diesel,Manual,1st Owner,998 cc,5 Seats,12
3981,Maruti Swift LXI,422000,35430,Petrol,Manual,1st Owner,1197 cc,7 Seats,5
3982,Maruti Swift VXI,225000,134059,Petrol,Manual,2nd Owner,1197 cc,5 Seats,10
3983,Hyundai i10 Era,126000,118858,Petrol,Manual,1st Owner,1199 cc,7 Seats,15
3984,Honda Jazz VX,578000,91449,Petrol,Manual,1st Owner,1248 cc,7 Seats,4
3985,Honda City VX,980000,31901,Petrol,Manual,1st Owner,1248 cc,5 Seats,4
3987,Maruti S-Presso VXI,422000,29371,Petrol,Manual,1st Owner,1373 cc,5 Seats,2
3988,Hyundai i20 Active,584000,29723,Petrol,Manual,1st Owner,1198 cc,7 Seats,7
3989,Maruti Swift Dzire,445000,97679,Petrol,Manual,2nd Owner,1197 cc,5 Seats,6
3990,Tata Tiago XZA,580000,25175,Petrol,Automatic,1st Owner,998 cc,5 Seats,3
3991,Maruti Ertiga VDI,499000,72875,Diesel,Manual,1st Owner,2179 cc,7 Seats,9
3992,Maruti Vitara Brezza,675000,77493,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
3994,Maruti Ertiga BSIV,696000,57407,Petrol,Manual,1st Owner,2494 cc,5 Seats,5
3995,Skoda Fabia 1.2,173000,42989,Petrol,Manual,1st Owner,1198 cc,5 Seats,12
3996,Maruti Baleno 1.2,569000,98193,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
3997,Maruti Alto K10,173000,44557,Petrol,Manual,2nd Owner,1197 cc,5 Seats,10
3998,Tata Hexa XTA,1113000,25331,Diesel,Automatic,1st Owner,1995 cc,7 Seats,6
3999,Maruti Swift Dzire,653000,32459,Petrol,Automatic,1st Owner,998 cc,5 Seats,5
4000,Ford Ecosport 1.5,760000,19272,Diesel,Manual,1st Owner,1199 cc,5 Seats,5
4002,Tata Nexon 1.2,754000,8635,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
4003,Maruti Swift Dzire,750000,13499,Petrol,Automatic,1st Owner,1498 cc,5 Seats,3
4004,Maruti Baleno Zeta,691000,21094,Petrol,Manual,1st Owner,1197 cc,5 Seats,2
4005,BMW 3 Series,691000,54206,Diesel,Automatic,1st Owner,1248 cc,5 Seats,12
4006,Maruti Zen Estilo,144000,59807,Petrol,Manual,2nd Owner,1248 cc,5 Seats,13
4007,Skoda Fabia 1.2L,240000,96874,Diesel,Manual,1st Owner,814 cc,5 Seats,11
4008,Mahindra XUV500 W10,975000,100746,Diesel,Manual,1st Owner,1248 cc,5 Seats,6
4009,Maruti Swift Dzire,573000,24117,Petrol,Manual,1st Owner,1194 cc,7 Seats,5
4010,Ford Aspire 1.5,465000,70611,Diesel,Manual,1st Owner,1396 cc,7 Seats,6
4011,Maruti Baleno Zeta,717000,17771,Petrol,Manual,1st Owner,998 cc,5 Seats,2
4012,Maruti Vitara Brezza,824000,57231,Diesel,Manual,1st Owner,2179 cc,6 Seats,4
4014,Hyundai EON Magna,239000,19311,Petrol,Manual,1st Owner,1956 cc,7 Seats,8
4015,Maruti SX4 S,616000,86226,Diesel,Manual,1st Owner,1198 cc,5 Seats,6
4016,Ford Freestyle Titanium,562000,26404,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
4018,Hyundai Venue SX,1019000,59215,Petrol,Automatic,1st Owner,1591 cc,5 Seats,4
4019,Mahindra XUV500 W9,991000,47839,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
4020,Maruti Ertiga VXI,472000,22718,Petrol,Manual,1st Owner,1497 cc,5 Seats,8
4021,Tata Harrier XZ,1419000,38807,Diesel,Manual,1st Owner,998 cc,5 Seats,4
4022,Mahindra KUV 100,325000,48995,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
4023,Maruti Ignis Sigma,492000,15536,Petrol,Manual,1st Owner,1591 cc,5 Seats,2
4024,Mahindra Scorpio VLX,326000,159581,Diesel,Manual,1st Owner,998 cc,5 Seats,14
4025,Hyundai Creta 1.6,702000,112955,Petrol,Manual,1st Owner,1396 cc,5 Seats,5
4026,Hyundai i20 Sportz,418000,47654,Petrol,Manual,2nd Owner,1396 cc,7 Seats,8
4027,Honda City 1.5,292000,72616,Petrol,Manual,2nd Owner,1197 cc,5 Seats,13
4028,Maruti Alto K10,227999,70524,Petrol,Manual,2nd Owner,1248 cc,7 Seats,8
4029,Maruti Swift VXI,383000,71962,Petrol,Manual,1st Owner,2179 cc,5 Seats,8
4030,Hyundai Verna 1.6,345000,42078,Petrol,Manual,3rd Owner,1197 cc,5 Seats,11
4031,Maruti Alto K10,278000,21285,Petrol,Manual,2nd Owner,2523 cc,5 Seats,6
4033,Tata Indigo LX,127000,121908,Diesel,Manual,1st Owner,998 cc,5 Seats,11
4034,Hyundai i20 Active,517000,85181,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
4035,Maruti Swift VDI,380000,69264,Diesel,Manual,1st Owner,1390 cc,7 Seats,9
4036,Mahindra XUV500 W10,717000,120838,Diesel,Manual,3rd Owner,1197 cc,7 Seats,8
4037,Hyundai Grand i10,312000,99065,Petrol,Manual,1st Owner,814 cc,7 Seats,8
4038,Mahindra Bolero SLX,400000,51482,Diesel,Manual,1st Owner,999 cc,6 Seats,10
4039,Maruti Swift VXI,651000,6546,Petrol,Manual,1st Owner,1248 cc,5 Seats,2
4040,Maruti Alto K10,254999,37331,Petrol,Manual,2nd Owner,999 cc,5 Seats,7
4041,Hyundai Verna VTVT,769000,88650,Petrol,Manual,2nd Owner,1198 cc,5 Seats,5
4042,Volkswagen Jetta 1.4,531000,32291,Petrol,Manual,1st Owner,1197 cc,5 Seats,9
4043,Maruti Ignis 1.2,426999,110069,Petrol,Manual,1st Owner,998 cc,5 Seats,5
4044,Hyundai EON Era,221000,45039,Petrol,Manual,1st Owner,998 cc,5 Seats,8
4045,Renault Triber RXT,553000,21506,Petrol,Manual,1st Owner,1498 cc,5 Seats,3
4046,Maruti Ertiga VDI,508000,111930,Diesel,Manual,1st Owner,1197 cc,5 Seats,8
4047,Renault Triber RXE,544000,47993,Petrol,Manual,1st Owner,998 cc,7 Seats,2
4048,Mahindra KUV 100,352000,24318,Petrol,Manual,1st Owner,1199 cc,5 Seats,6
4049,Hyundai Aura S,724000,67085,Cng,Manual,1st Owner,998 cc,5 Seats,3
4050,Maruti Wagon R,311000,87158,Petrol,Manual,1st Owner,2755 cc,5 Seats,7
4051,Kia Sonet HTK,793000,13633,Petrol,Automatic,1st Owner,796 cc,5 Seats,3
4052,Honda City i-DTEC,801000,83027,Diesel,Manual,1st Owner,998 cc,5 Seats,5
4053,Maruti Swift Dzire,520000,20582,Petrol,Manual,1st Owner,796 cc,5 Seats,6
4054,Maruti Baleno RS,569000,34302,Petrol,Manual,1st Owner,1462 cc,5 Seats,6
4055,Honda WR-V i-VTEC,646000,25943,Petrol,Manual,2nd Owner,1197 cc,5 Seats,5
4056,Hyundai Venue SX,991000,9902,Petrol,Manual,1st Owner,796 cc,5 Seats,2
4057,Toyota Fortuner 2.8,2225000,132566,Diesel,Automatic,1st Owner,1120 cc,5 Seats,6
4058,Maruti Alto 800,500000,89096,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
4059,Maruti S-Presso VXI,451000,21538,Petrol,Manual,1st Owner,1364 cc,5 Seats,4
4060,Maruti Alto 800,199000,21325,Petrol,Manual,2nd Owner,1199 cc,5 Seats,8
4061,Maruti Vitara Brezza,849000,15145,Petrol,Manual,1st Owner,2997 cc,5 Seats,2
4062,Hyundai Venue S,788000,16591,Petrol,Manual,1st Owner,796 cc,5 Seats,2
4063,Maruti Alto LXi,150000,72380,Petrol,Manual,2nd Owner,998 cc,5 Seats,13
4064,Hyundai Xcent 1.1,350000,105563,Diesel,Manual,2nd Owner,998 cc,5 Seats,8
4065,Hyundai Verna VTVT,690000,53092,Petrol,Manual,1st Owner,1198 cc,5 Seats,5
4066,Toyota Etios Liva,220000,149852,Diesel,Manual,1st Owner,1950 cc,5 Seats,12
4067,Honda Jazz 1.2,425000,29587,Petrol,Manual,1st Owner,1950 cc,5 Seats,8
4068,Honda Accord V6,3000000,60585,Petrol,Automatic,1st Owner,1991 cc,5 Seats,6
4069,Maruti Alto 800,185000,72962,Petrol,Manual,1st Owner,1997 cc,6 Seats,10
4070,Maruti Wagon R,340000,75506,Petrol,Manual,2nd Owner,4367 cc,5 Seats,7
4071,Maruti Alto K10,295000,35420,Petrol,Manual,1st Owner,1998 cc,5 Seats,6
4072,Honda Brio E,270000,86882,Petrol,Manual,1st Owner,1462 cc,5 Seats,8
4073,Mercedes-Benz GLC 220d,5650000,24000,Diesel,Automatic,1st Owner,998 cc,5 Seats,3
4074,Mercedes-Benz GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,2
4075,Mercedes-Benz GLC 200,6100000,15000,Petrol,Automatic,1st Owner,1199 cc,5 Seats,2
4076,Jaguar F-Pace 2.0,7400000,9900,Diesel,Automatic,1st Owner,1968 cc,5 Seats,2
4077,Land Rover Range,0,68500,Diesel,Automatic,1st Owner,1968 cc,5 Seats,4
4078,BMW X4 xDrive30i,7450000,7600,Petrol,Automatic,1st Owner,1995 cc,5 Seats,1
4079,Maruti XL6 Zeta,990000,8349,Petrol,Manual,1st Owner,1461 cc,5 Seats,2
4080,Maruti Alto K10,335000,8804,Petrol,Automatic,1st Owner,1498 cc,5 Seats,5
4081,Maruti Swift Dzire,459000,39592,Petrol,Manual,1st Owner,1995 cc,5 Seats,6
4082,Tata Nexon XZA,973000,11251,Petrol,Automatic,1st Owner,1199 cc,5 Seats,3
4083,Audi A3 35,2580000,39000,Diesel,Automatic,1st Owner,1086 cc,5 Seats,3
4084,Audi Q3 35,1475000,76000,Diesel,Automatic,2nd Owner,2400 cc,7 Seats,7
4085,BMW 5 Series,1000000,60000,Diesel,Automatic,1st Owner,1999 cc,7 Seats,11
4086,Renault Duster RXZ,325000,96000,Diesel,Manual,2nd Owner,1199 cc,7 Seats,10
4087,Volkswagen Polo 1.5,409999,115000,Diesel,Manual,1st Owner,2755 cc,5 Seats,7
4088,BMW X3 xDrive20d,1300000,82000,Diesel,Automatic,1st Owner,2179 cc,5 Seats,11
4089,Honda Jazz 1.2,450000,91000,Petrol,Manual,1st Owner,2998 cc,5 Seats,8
4090,Hyundai i10 Era,190000,93000,Petrol,Manual,2nd Owner,1199 cc,5 Seats,12
4091,Volvo S 80,1300000,81000,Diesel,Automatic,2nd Owner,1399 cc,5 Seats,7
4092,Land Rover Range,1300000,81000,Diesel,Automatic,2nd Owner,1498 cc,5 Seats,7
4093,Honda Amaze S,640000,25102,Petrol,Manual,1st Owner,2487 cc,5 Seats,4
4094,Toyota Fortuner 2.8,2700000,79000,Diesel,Automatic,1st Owner,998 cc,5 Seats,6
4095,Tata Safari Storme,400000,120000,Diesel,Manual,3rd Owner,1461 cc,5 Seats,10
4096,BMW X7 xDrive,0,39000,Petrol,Automatic,1st Owner,799 cc,5 Seats,4
4097,Tata Tiago 1.2,325000,50000,Petrol,Manual,2nd Owner,2143 cc,5 Seats,5
4098,Ford Figo Diesel,160000,90000,Diesel,Manual,1st Owner,1461 cc,5 Seats,11
4099,Ford Ecosport 1.5,549000,50000,Diesel,Manual,1st Owner,1598 cc,5 Seats,9
4100,Toyota Camry Hybrid,4090000,20000,Petrol,Automatic,1st Owner,1298 cc,5 Seats,4
4101,Maruti Wagon R,300000,70000,Petrol,Manual,2nd Owner,1950 cc,5 Seats,10
4102,Renault Duster 85PS,450000,100000,Diesel,Manual,1st Owner,1197 cc,5 Seats,11
4103,Renault KWID RXL,270000,20000,Petrol,Manual,2nd Owner,1248 cc,2 Seats,5
4104,Mercedes-Benz GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,6
4105,Nissan Terrano XL,434999,100000,Diesel,Manual,3rd Owner,1995 cc,5 Seats,8
4106,Volkswagen Vento Petrol,275000,35000,Petrol,Manual,3rd Owner,2523 cc,5 Seats,11
4107,Maruti Swift ZXI,160000,61560,Petrol,Manual,3rd Owner,1086 cc,7 Seats,16
4108,Mercedes-Benz E-Class Expression,5800000,17000,Diesel,Automatic,1st Owner,796 cc,8 Seats,3
4109,Maruti Swift VXI,680000,15000,Petrol,Manual,1st Owner,1950 cc,5 Seats,2
4111,Maruti Swift Dzire,650000,35000,Cng,Manual,1st Owner,2489 cc,5 Seats,1
4112,BMW X3 xDrive,6000000,19000,Diesel,Automatic,1st Owner,2143 cc,5 Seats,2
4113,Mahindra Bolero Pik,610000,80000,Diesel,Manual,1st Owner,1997 cc,5 Seats,4
4115,Maruti Alto 800,400000,35000,Petrol,Manual,1st Owner,2354 cc,5 Seats,2
4116,Mercedes-Benz GLC Coupe,7150000,24900,Diesel,Automatic,1st Owner,1248 cc,5 Seats,2
4117,Tata Safari Storme,520000,70000,Diesel,Manual,2nd Owner,4461 cc,5 Seats,9
4118,Mahindra Xylo D2,300000,70000,Diesel,Manual,1st Owner,2143 cc,5 Seats,13
4120,Jaguar XF 2.0,4700000,7500,Petrol,Automatic,1st Owner,796 cc,5 Seats,3
4121,Tata Tiago 1.2,283000,90000,Petrol,Manual,1st Owner,1993 cc,6 Seats,7
4123,Maruti SX4 VDI,180000,110000,Diesel,Manual,2nd Owner,1197 cc,7 Seats,12
4124,Toyota Land Cruiser,0,56000,Diesel,Automatic,1st Owner,2498 cc,5 Seats,5
4125,Mercedes-Benz E-Class E250,2600000,90000,Diesel,Automatic,1st Owner,2925 cc,5 Seats,8
4126,Hyundai i20 Asta,500000,90000,Diesel,Manual,3rd Owner,2179 cc,7 Seats,8
4128,Mercedes-Benz C-Class C,6200000,4000,Diesel,Automatic,1st Owner,1598 cc,5 Seats,1
4129,MG Hector Plus,2100000,10000,Diesel,Manual,1st Owner,2925 cc,5 Seats,1
4130,Hyundai Grand i10,550000,50000,Petrol,Manual,1st Owner,1086 cc,5 Seats,3
4131,Mahindra Thar CRDe,550000,70000,Diesel,Manual,2nd Owner,998 cc,5 Seats,7
4132,Mercedes-Benz S-Class S,4775000,13000,Diesel,Automatic,2nd Owner,1197 cc,5 Seats,9
4133,Mahindra XUV500 W8,644000,41480,Diesel,Manual,1st Owner,2993 cc,7 Seats,9
4134,Honda City i,505000,69088,Petrol,Manual,2nd Owner,1396 cc,7 Seats,8
4135,Skoda Rapid 1.6,286000,105633,Diesel,Manual,1st Owner,1197 cc,7 Seats,11
4136,Mercedes-Benz GLS 400d,0,15000,Diesel,Automatic,2nd Owner,2982 cc,5 Seats,3
4137,Hyundai Santro Xing,164000,136154,Lpg,Manual,2nd Owner,2967 cc,5 Seats,11
4138,Maruti Wagon R,293000,50340,Petrol,Manual,1st Owner,2179 cc,7 Seats,8
4139,Maruti Baleno 1.2,491000,26320,Petrol,Manual,1st Owner,1199 cc,5 Seats,6
4140,BMW X5 xDrive,8300000,25000,Diesel,Automatic,1st Owner,796 cc,5 Seats,3
4141,Hyundai i20 Sportz,461000,31202,Diesel,Manual,3rd Owner,2987 cc,7 Seats,7
4142,Maruti Swift VXi,186000,87263,Petrol,Manual,2nd Owner,1197 cc,5 Seats,13
4143,Toyota Fortuner 4x2,1414000,94505,Diesel,Manual,2nd Owner,1956 cc,5 Seats,8
4144,Audi Q7 45,4600000,65000,Diesel,Automatic,1st Owner,2982 cc,5 Seats,6
4145,Mahindra XUV500 W8,462000,81153,Diesel,Manual,2nd Owner,1995 cc,5 Seats,10
4146,Tata Tiago 1.2,369000,95034,Petrol,Manual,1st Owner,799 cc,5 Seats,5
4147,Maruti Alto 800,409000,5550,Petrol,Manual,1st Owner,1582 cc,5 Seats,1
4148,Mercedes-Benz GLS 350d,5950000,45000,Diesel,Automatic,2nd Owner,998 cc,5 Seats,7
4149,Hyundai i20 Sportz,689000,33013,Petrol,Automatic,1st Owner,2143 cc,5 Seats,4
4150,Tata Harrier Camo,1561000,7585,Diesel,Manual,1st Owner,1197 cc,5 Seats,2
4151,Toyota Fortuner 3.0,703000,89611,Diesel,Manual,4th Owner,1497 cc,5 Seats,13
4152,BMW 5 Series,4800000,29000,Diesel,Automatic,1st Owner,999 cc,5 Seats,4
4153,Renault KWID RXT,269000,21732,Petrol,Manual,1st Owner,2995 cc,4 Seats,7
4154,Hyundai Verna 1.6,508000,74750,Diesel,Automatic,1st Owner,1956 cc,5 Seats,9
4155,Maruti Zen Estilo,159000,58282,Petrol,Manual,2nd Owner,1086 cc,5 Seats,12
4156,Mercedes-Benz GLE 250d,5600000,45000,Diesel,Automatic,1st Owner,2184 cc,5 Seats,4
4157,Hyundai Grand i10,495000,32126,Petrol,Manual,1st Owner,1998 cc,5 Seats,4
4158,Honda City i,640000,79927,Petrol,Manual,1st Owner,1197 cc,5 Seats,7
4159,Renault KWID 1.0,386000,10879,Petrol,Manual,1st Owner,1199 cc,5 Seats,3
4160,Land Rover Range,0,40000,Petrol,Automatic,1st Owner,1248 cc,4 Seats,4
4161,Jeep Compass 2.0,1721000,42446,Diesel,Manual,1st Owner,1995 cc,5 Seats,3
4162,Hyundai i10 Magna,178000,63363,Petrol,Manual,3rd Owner,814 cc,5 Seats,12
4163,Mahindra Thar LX,1558000,17280,Diesel,Automatic,2nd Owner,624 cc,5 Seats,3
4164,Volvo XC60 B5,6850000,7000,Petrol,Automatic,1st Owner,1462 cc,5 Seats,1
4165,Hyundai Grand i10,468000,24623,Petrol,Manual,2nd Owner,2987 cc,7 Seats,4
4166,Volkswagen Polo Diesel,206999,56141,Diesel,Manual,2nd Owner,814 cc,5 Seats,12
4168,BMW X1 sDrive,3000000,25000,Diesel,Automatic,1st Owner,2179 cc,5 Seats,4
4169,Hyundai EON Era,200999,67062,Petrol,Manual,2nd Owner,2143 cc,5 Seats,8
4170,Tata Nano Twist,0,27388,Petrol,Manual,2nd Owner,1198 cc,5 Seats,8
4171,Toyota Urban cruiser,938000,4928,Petrol,Manual,1st Owner,1198 cc,5 Seats,2
4172,Maserati Ghibli Diesel,6600000,12000,Diesel,Automatic,1st Owner,796 cc,5 Seats,7
4173,Hyundai EON Magna,175000,57607,Petrol,Manual,3rd Owner,2967 cc,5 Seats,10
4174,Maruti Vitara Brezza,617000,82110,Diesel,Manual,2nd Owner,1197 cc,5 Seats,7
4175,Mahindra XUV500 W10,775000,86964,Diesel,Manual,2nd Owner,1399 cc,5 Seats,8
4176,Mercedes-Benz C-Class C,2150000,37000,Diesel,Automatic,2nd Owner,1086 cc,5 Seats,8
4177,Volkswagen Polo Petrol,324000,39971,Petrol,Manual,1st Owner,1991 cc,5 Seats,10
4178,Volkswagen Polo 1.2,364000,55783,Petrol,Manual,2nd Owner,1497 cc,5 Seats,9
4179,Maruti Alto 800,171000,52654,Petrol,Manual,1st Owner,1582 cc,5 Seats,10
4180,Porsche Cayenne Diesel,5800000,50000,Diesel,Automatic,1st Owner,1461 cc,5 Seats,7
4181,Maruti Swift VXI,598000,17331,Petrol,Manual,1st Owner,1997 cc,5 Seats,2
4182,Ford Figo Diesel,153000,76438,Diesel,Manual,1st Owner,1956 cc,5 Seats,12
4183,Hyundai i10 Magna,103000,85035,Petrol,Manual,3rd Owner,998 cc,5 Seats,15
4184,Mercedes-Benz E-Class Exclusive,6700000,8900,Petrol,Automatic,1st Owner,1498 cc,5 Seats,2
4185,Honda City i,461000,85004,Petrol,Manual,2nd Owner,1950 cc,5 Seats,9
4186,Hyundai Verna SX,518000,72229,Diesel,Automatic,1st Owner,1461 cc,7 Seats,9
4187,Nissan Terrano XL,392000,97972,Diesel,Manual,2nd Owner,1248 cc,7 Seats,9
4188,Land Rover Range,0,19500,Petrol,Automatic,1st Owner,1194 cc,5 Seats,3
4189,Tata Harrier XT,1629000,19230,Diesel,Manual,1st Owner,4461 cc,5 Seats,2
4190,Maruti Celerio ZXI,438999,68911,Petrol,Automatic,1st Owner,2179 cc,5 Seats,5
4191,Honda City i,438999,105767,Diesel,Manual,3rd Owner,814 cc,5 Seats,8
4192,Mercedes-Benz C-Class Progressive,4250000,28000,Petrol,Automatic,1st Owner,1199 cc,5 Seats,4
4193,Renault Duster 85PS,266000,159511,Diesel,Manual,2nd Owner,1998 cc,5 Seats,10
4194,Maruti Swift Dzire,434999,81325,Diesel,Manual,2nd Owner,998 cc,4 Seats,7
4195,Ford Aspire Titanium,646000,19904,Petrol,Manual,1st Owner,1248 cc,5 Seats,3
4196,Toyota Land Cruiser,0,27000,Diesel,Automatic,1st Owner,1364 cc,5 Seats,4
4197,Mahindra XUV500 W8,541000,110986,Diesel,Manual,2nd Owner,1998 cc,5 Seats,9
4198,Hyundai EON D,176000,43421,Petrol,Manual,2nd Owner,1248 cc,5 Seats,10
4199,Chevrolet Beat LT,254999,37275,Petrol,Manual,1st Owner,1120 cc,5 Seats,9
4200,BMW X1 sDrive20i,4000000,10000,Petrol,Automatic,1st Owner,1498 cc,5 Seats,2
4201,Maruti Wagon R,324000,12936,Petrol,Manual,1st Owner,2400 cc,5 Seats,7
4202,Maruti Vitara Brezza,535000,76535,Diesel,Manual,2nd Owner,1197 cc,7 Seats,6
4203,Toyota Etios Cross,378000,51260,Diesel,Manual,1st Owner,1248 cc,4 Seats,9
4204,Mini 3 DOOR,3450000,40000,Petrol,Automatic,2nd Owner,1498 cc,5 Seats,6
4205,Maruti Swift VDI,564000,53297,Diesel,Manual,1st Owner,1999 cc,5 Seats,5
4206,Hyundai Xcent 1.1,312000,104304,Diesel,Manual,1st Owner,3996 cc,5 Seats,9
4207,Ford Ecosport 1.5,451999,50141,Diesel,Manual,2nd Owner,999 cc,5 Seats,9
4208,Volvo XC60 D5,5450000,34000,Diesel,Automatic,1st Owner,1197 cc,7 Seats,4
4209,Hyundai Xcent 1.2,392000,83608,Petrol,Manual,2nd Owner,2925 cc,5 Seats,7
4210,Chevrolet Sail LS,245000,64000,Diesel,Manual,1st Owner,1086 cc,4 Seats,9
4211,Honda Amaze V,725000,72000,Diesel,Manual,1st Owner,1493 cc,5 Seats,4
4212,Land Rover Discovery,4875000,38000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,3
4213,Audi RS7 4.0,0,7100,Petrol,Automatic,1st Owner,3996 cc,5 Seats,2
4214,Volkswagen Polo 1.0,572000,48141,Petrol,Manual,1st Owner,1968 cc,5 Seats,4
4215,Hyundai i20 Magna,250000,84947,Petrol,Manual,3rd Owner,1248 cc,5 Seats,10
4216,Mercedes-Benz S-Class S,0,1400,Diesel,Automatic,1st Owner,2993 cc,5 Seats,1
4217,Hyundai i10 Era,145000,79857,Petrol,Manual,1st Owner,1968 cc,5 Seats,14
4218,Hyundai Alcazar Platinum,1854000,12081,Diesel,Automatic,1st Owner,1498 cc,5 Seats,2
4219,Hyundai Grand i10,347000,56384,Petrol,Manual,1st Owner,1598 cc,5 Seats,8
4220,Audi RS7 4.0,0,11500,Petrol,Automatic,1st Owner,2179 cc,5 Seats,3
4221,Audi Q3 2.0,1300000,72000,Diesel,Automatic,2nd Owner,998 cc,5 Seats,9
4222,Maruti Baleno 1.3,450000,77000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,7
4223,Land Rover Range,1800000,60000,Diesel,Automatic,2nd Owner,814 cc,5 Seats,11
4224,Audi Q5 40,4475000,27000,Diesel,Automatic,2nd Owner,1197 cc,5 Seats,3
4225,Honda Jazz 1.5,450000,91000,Diesel,Manual,1st Owner,1395 cc,5 Seats,8
4226,Volkswagen Polo GT,200000,77000,Diesel,Manual,2nd Owner,1998 cc,5 Seats,11
4227,Land Rover Freelander,1390000,71000,Diesel,Automatic,1st Owner,2487 cc,5 Seats,9
4228,Hyundai Venue SX,1019999,58499,Petrol,Automatic,1st Owner,1995 cc,7 Seats,4
4229,Hyundai i10 Asta,265000,123445,Petrol,Automatic,1st Owner,1991 cc,5 Seats,11
4230,Hyundai EON Magna,189000,47651,Petrol,Manual,2nd Owner,1373 cc,5 Seats,10
4231,Hyundai Grand i10,396000,42907,Petrol,Manual,1st Owner,2982 cc,5 Seats,6
4232,Audi A4 30,2175000,99125,Petrol,Automatic,1st Owner,1196 cc,5 Seats,6
4233,BMW 5 Series,5175000,46000,Petrol,Automatic,1st Owner,998 cc,5 Seats,4
4234,Lexus ES 300h,3975000,68000,Petrol,Automatic,1st Owner,1493 cc,5 Seats,6
4235,BMW 5 Series,5475000,40500,Diesel,Automatic,1st Owner,1197 cc,5 Seats,2
4236,Mercedes-Benz GLC 300,4375000,27000,Petrol,Automatic,1st Owner,1950 cc,5 Seats,5
4237,Maruti Ciaz 1.4,648000,33877,Petrol,Manual,1st Owner,1495 cc,5 Seats,5
4239,Ford Aspire 1.2,365000,100135,Petrol,Manual,1st Owner,1950 cc,5 Seats,7
4240,Maruti Wagon R,365000,40955,Petrol,Manual,2nd Owner,1248 cc,5 Seats,5
4241,Kia Seltos X-Line,1757999,8357,Diesel,Automatic,1st Owner,1197 cc,4 Seats,1
4242,Maruti Swift VXI,430999,71234,Petrol,Manual,1st Owner,1956 cc,5 Seats,7
4243,Mercedes-Benz GLC 220d,5875000,18000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,3
4244,Hyundai Accent Executive,212000,43308,Petrol,Manual,1st Owner,1997 cc,4 Seats,11
4245,Audi A4 Technology,4179999,16000,Petrol,Automatic,1st Owner,1968 cc,5 Seats,2
